nm	Abs
670.40	0.001
670.20	0.002
670.00	0.001
669.80	0.002
669.60	0.001
669.40	0.000
669.20	0.001
669.00	0.002
668.80	0.001
668.60	0.002
668.40	0.002
668.20	0.001
668.00	0.001
667.80	0.002
667.60	0.001
667.40	0.001
667.20	0.000
667.00	0.002
666.80	0.000
666.60	0.001
666.40	0.002
666.20	0.001
666.00	0.001
665.80	0.000
665.60	0.003
665.40	0.001
665.20	0.000
665.00	0.002
664.80	0.001
664.60	0.001
664.40	0.001
664.20	0.002
664.00	0.001
663.80	0.000
663.60	0.001
663.40	0.001
663.20	0.002
663.00	0.001
662.80	0.001
662.60	0.001
662.40	0.001
662.20	0.001
662.00	0.000
661.80	0.001
661.60	0.001
661.40	0.001
661.20	0.002
661.00	0.001
660.80	0.001
660.60	0.001
660.40	0.001
660.20	0.001
660.00	0.002
659.80	0.001
659.60	0.001
659.40	0.001
659.20	0.001
659.00	0.001
658.80	0.001
658.60	0.000
658.40	0.002
658.20	0.000
658.00	0.001
657.80	0.001
657.60	0.001
657.40	0.001
657.20	0.001
657.00	0.002
656.80	0.001
656.60	0.000
656.40	0.002
656.20	0.002
656.00	0.000
655.80	0.002
655.60	0.001
655.40	0.002
655.20	0.000
655.00	0.001
654.80	0.002
654.60	0.000
654.40	0.001
654.20	0.002
654.00	0.000
653.80	0.003
653.60	0.000
653.40	0.001
653.20	0.001
653.00	0.001
652.80	0.002
652.60	0.000
652.40	0.002
652.20	0.003
652.00	0.000
651.80	0.002
651.60	0.002
651.40	0.001
651.20	0.003
651.00	0.001
650.80	0.002
650.60	0.002
650.40	0.001
650.20	0.003
650.00	0.001
649.80	0.002
649.60	0.003
649.40	0.001
649.20	0.002
649.00	0.003
648.80	0.001
648.60	0.003
648.40	0.002
648.20	0.002
648.00	0.002
647.80	0.001
647.60	0.003
647.40	0.003
647.20	0.001
647.00	0.002
646.80	0.002
646.60	0.002
646.40	0.002
646.20	0.002
646.00	0.003
645.80	0.002
645.60	0.002
645.40	0.003
645.20	0.002
645.00	0.003
644.80	0.002
644.60	0.002
644.40	0.004
644.20	0.002
644.00	0.003
643.80	0.003
643.60	0.002
643.40	0.004
643.20	0.002
643.00	0.003
642.80	0.003
642.60	0.002
642.40	0.004
642.20	0.003
642.00	0.003
641.80	0.004
641.60	0.002
641.40	0.003
641.20	0.003
641.00	0.003
640.80	0.004
640.60	0.003
640.40	0.004
640.20	0.004
640.00	0.003
639.80	0.004
639.60	0.005
639.40	0.003
639.20	0.005
639.00	0.005
638.80	0.005
638.60	0.005
638.40	0.005
638.20	0.006
638.00	0.005
637.80	0.005
637.60	0.006
637.40	0.006
637.20	0.005
637.00	0.006
636.80	0.006
636.60	0.006
636.40	0.006
636.20	0.007
636.00	0.007
635.80	0.006
635.60	0.007
635.40	0.007
635.20	0.006
635.00	0.007
634.80	0.007
634.60	0.008
634.40	0.007
634.20	0.009
634.00	0.007
633.80	0.008
633.60	0.008
633.40	0.008
633.20	0.008
633.00	0.007
632.80	0.009
632.60	0.008
632.40	0.008
632.20	0.009
632.00	0.008
631.80	0.009
631.60	0.009
631.40	0.009
631.20	0.009
631.00	0.008
630.80	0.009
630.60	0.010
630.40	0.009
630.20	0.010
630.00	0.010
629.80	0.010
629.60	0.011
629.40	0.010
629.20	0.010
629.00	0.011
628.80	0.010
628.60	0.012
628.40	0.012
628.20	0.011
628.00	0.013
627.80	0.012
627.60	0.012
627.40	0.013
627.20	0.012
627.00	0.014
626.80	0.013
626.60	0.012
626.40	0.014
626.20	0.013
626.00	0.013
625.80	0.014
625.60	0.013
625.40	0.015
625.20	0.013
625.00	0.014
624.80	0.015
624.60	0.013
624.40	0.015
624.20	0.013
624.00	0.015
623.80	0.015
623.60	0.014
623.40	0.016
623.20	0.014
623.00	0.015
622.80	0.017
622.60	0.015
622.40	0.017
622.20	0.017
622.00	0.017
621.80	0.018
621.60	0.017
621.40	0.018
621.20	0.019
621.00	0.018
620.80	0.020
620.60	0.020
620.40	0.020
620.20	0.021
620.00	0.020
619.80	0.021
619.60	0.022
619.40	0.021
619.20	0.023
619.00	0.023
618.80	0.023
618.60	0.024
618.40	0.024
618.20	0.024
618.00	0.025
617.80	0.025
617.60	0.026
617.40	0.026
617.20	0.026
617.00	0.028
616.80	0.028
616.60	0.029
616.40	0.029
616.20	0.029
616.00	0.030
615.80	0.029
615.60	0.031
615.40	0.031
615.20	0.032
615.00	0.032
614.80	0.033
614.60	0.034
614.40	0.033
614.20	0.035
614.00	0.036
613.80	0.035
613.60	0.037
613.40	0.037
613.20	0.038
613.00	0.037
612.80	0.038
612.60	0.040
612.40	0.040
612.20	0.041
612.00	0.042
611.80	0.042
611.60	0.042
611.40	0.043
611.20	0.043
611.00	0.045
610.80	0.044
610.60	0.046
610.40	0.047
610.20	0.046
610.00	0.048
609.80	0.049
609.60	0.048
609.40	0.051
609.20	0.050
609.00	0.051
608.80	0.053
608.60	0.052
608.40	0.054
608.20	0.054
608.00	0.055
607.80	0.057
607.60	0.056
607.40	0.057
607.20	0.058
607.00	0.058
606.80	0.060
606.60	0.060
606.40	0.060
606.20	0.062
606.00	0.062
605.80	0.063
605.60	0.063
605.40	0.064
605.20	0.066
605.00	0.065
604.80	0.065
604.60	0.069
604.40	0.067
604.20	0.068
604.00	0.069
603.80	0.070
603.60	0.072
603.40	0.070
603.20	0.072
603.00	0.073
602.80	0.072
602.60	0.075
602.40	0.074
602.20	0.075
602.00	0.076
601.80	0.076
601.60	0.077
601.40	0.077
601.20	0.078
601.00	0.079
600.80	0.079
600.60	0.079
600.40	0.081
600.20	0.080
600.00	0.081
599.80	0.082
599.60	0.082
599.40	0.082
599.20	0.084
599.00	0.084
598.80	0.084
598.60	0.085
598.40	0.085
598.20	0.085
598.00	0.086
597.80	0.086
597.60	0.087
597.40	0.087
597.20	0.087
597.00	0.089
596.80	0.088
596.60	0.088
596.40	0.089
596.20	0.090
596.00	0.089
595.80	0.090
595.60	0.090
595.40	0.091
595.20	0.090
595.00	0.090
594.80	0.092
594.60	0.090
594.40	0.091
594.20	0.092
594.00	0.090
593.80	0.093
593.60	0.091
593.40	0.092
593.20	0.093
593.00	0.091
592.80	0.093
592.60	0.091
592.40	0.092
592.20	0.093
592.00	0.091
591.80	0.093
591.60	0.093
591.40	0.091
591.20	0.092
591.00	0.092
590.80	0.093
590.60	0.093
590.40	0.092
590.20	0.093
590.00	0.093
589.80	0.092
589.60	0.093
589.40	0.092
589.20	0.092
589.00	0.092
588.80	0.092
588.60	0.092
588.40	0.092
588.20	0.091
588.00	0.091
587.80	0.091
587.60	0.091
587.40	0.090
587.20	0.090
587.00	0.091
586.80	0.089
586.60	0.089
586.40	0.089
586.20	0.089
586.00	0.089
585.80	0.087
585.60	0.088
585.40	0.088
585.20	0.086
585.00	0.087
584.80	0.086
584.60	0.086
584.40	0.085
584.20	0.084
584.00	0.085
583.80	0.084
583.60	0.083
583.40	0.084
583.20	0.083
583.00	0.082
582.80	0.082
582.60	0.081
582.40	0.082
582.20	0.081
582.00	0.080
581.80	0.082
581.60	0.079
581.40	0.080
581.20	0.080
581.00	0.078
580.80	0.080
580.60	0.078
580.40	0.077
580.20	0.078
580.00	0.077
579.80	0.076
579.60	0.076
579.40	0.076
579.20	0.076
579.00	0.075
578.80	0.074
578.60	0.075
578.40	0.074
578.20	0.073
578.00	0.073
577.80	0.073
577.60	0.073
577.40	0.072
577.20	0.072
577.00	0.071
576.80	0.071
576.60	0.071
576.40	0.070
576.20	0.071
576.00	0.069
575.80	0.069
575.60	0.069
575.40	0.068
575.20	0.069
575.00	0.068
574.80	0.066
574.60	0.068
574.40	0.067
574.20	0.067
574.00	0.066
573.80	0.066
573.60	0.066
573.40	0.065
573.20	0.064
573.00	0.066
572.80	0.064
572.60	0.063
572.40	0.064
572.20	0.063
572.00	0.064
571.80	0.062
571.60	0.061
571.40	0.063
571.20	0.061
571.00	0.061
570.80	0.063
570.60	0.060
570.40	0.061
570.20	0.061
570.00	0.059
569.80	0.060
569.60	0.060
569.40	0.058
569.20	0.060
569.00	0.059
568.80	0.058
568.60	0.059
568.40	0.057
568.20	0.058
568.00	0.058
567.80	0.057
567.60	0.057
567.40	0.057
567.20	0.056
567.00	0.057
566.80	0.056
566.60	0.057
566.40	0.056
566.20	0.055
566.00	0.056
565.80	0.056
565.60	0.054
565.40	0.055
565.20	0.055
565.00	0.055
564.80	0.053
564.60	0.054
564.40	0.054
564.20	0.054
564.00	0.053
563.80	0.053
563.60	0.054
563.40	0.052
563.20	0.052
563.00	0.053
562.80	0.052
562.60	0.052
562.40	0.052
562.20	0.051
562.00	0.052
561.80	0.051
561.60	0.051
561.40	0.051
561.20	0.051
561.00	0.050
560.80	0.052
560.60	0.050
560.40	0.050
560.20	0.051
560.00	0.049
559.80	0.050
559.60	0.050
559.40	0.049
559.20	0.050
559.00	0.049
558.80	0.048
558.60	0.050
558.40	0.048
558.20	0.048
558.00	0.050
557.80	0.048
557.60	0.048
557.40	0.048
557.20	0.047
557.00	0.049
556.80	0.047
556.60	0.047
556.40	0.049
556.20	0.047
556.00	0.047
555.80	0.047
555.60	0.047
555.40	0.048
555.20	0.046
555.00	0.047
554.80	0.047
554.60	0.046
554.40	0.045
554.20	0.046
554.00	0.046
553.80	0.046
553.60	0.046
553.40	0.045
553.20	0.047
553.00	0.045
552.80	0.044
552.60	0.046
552.40	0.044
552.20	0.045
552.00	0.045
551.80	0.044
551.60	0.046
551.40	0.044
551.20	0.044
551.00	0.045
550.80	0.044
550.60	0.044
550.40	0.045
550.20	0.043
550.00	0.044
549.80	0.044
549.60	0.043
549.40	0.044
549.20	0.044
549.00	0.043
548.80	0.043
548.60	0.043
548.40	0.042
548.20	0.043
548.00	0.042
547.80	0.042
547.60	0.042
547.40	0.043
547.20	0.042
547.00	0.042
546.80	0.042
546.60	0.043
546.40	0.042
546.20	0.041
546.00	0.042
545.80	0.042
545.60	0.042
545.40	0.041
545.20	0.041
545.00	0.042
544.80	0.041
544.60	0.041
544.40	0.041
544.20	0.041
544.00	0.041
543.80	0.040
543.60	0.041
543.40	0.041
543.20	0.040
543.00	0.040
542.80	0.040
542.60	0.041
542.40	0.040
542.20	0.039
542.00	0.041
541.80	0.040
541.60	0.039
541.40	0.040
541.20	0.040
541.00	0.040
540.80	0.040
540.60	0.039
540.40	0.040
540.20	0.040
540.00	0.038
539.80	0.040
539.60	0.040
539.40	0.038
539.20	0.039
539.00	0.040
538.80	0.039
538.60	0.040
538.40	0.039
538.20	0.039
538.00	0.040
537.80	0.038
537.60	0.039
537.40	0.040
537.20	0.039
537.00	0.039
536.80	0.039
536.60	0.038
536.40	0.039
536.20	0.039
536.00	0.039
535.80	0.039
535.60	0.038
535.40	0.039
535.20	0.039
535.00	0.038
534.80	0.039
534.60	0.038
534.40	0.038
534.20	0.040
534.00	0.038
533.80	0.038
533.60	0.039
533.40	0.037
533.20	0.039
533.00	0.039
532.80	0.038
532.60	0.039
532.40	0.038
532.20	0.038
532.00	0.040
531.80	0.038
531.60	0.038
531.40	0.039
531.20	0.038
531.00	0.038
530.80	0.039
530.60	0.038
530.40	0.040
530.20	0.038
530.00	0.038
529.80	0.040
529.60	0.038
529.40	0.039
529.20	0.039
529.00	0.038
528.80	0.039
528.60	0.039
528.40	0.038
528.20	0.040
528.00	0.039
527.80	0.038
527.60	0.040
527.40	0.039
527.20	0.039
527.00	0.039
526.80	0.039
526.60	0.040
526.40	0.040
526.20	0.038
526.00	0.040
525.80	0.040
525.60	0.040
525.40	0.040
525.20	0.040
525.00	0.040
524.80	0.041
524.60	0.039
524.40	0.041
524.20	0.042
524.00	0.040
523.80	0.041
523.60	0.040
523.40	0.041
523.20	0.042
523.00	0.040
522.80	0.041
522.60	0.043
522.40	0.041
522.20	0.042
522.00	0.042
521.80	0.042
521.60	0.043
521.40	0.041
521.20	0.042
521.00	0.044
520.80	0.042
520.60	0.042
520.40	0.044
520.20	0.043
520.00	0.043
519.80	0.044
519.60	0.043
519.40	0.045
519.20	0.044
519.00	0.043
518.80	0.045
518.60	0.045
518.40	0.044
518.20	0.045
518.00	0.045
517.80	0.045
517.60	0.046
517.40	0.044
517.20	0.046
517.00	0.047
516.80	0.045
516.60	0.047
516.40	0.046
516.20	0.047
516.00	0.048
515.80	0.046
515.60	0.048
515.40	0.048
515.20	0.047
515.00	0.049
514.80	0.049
514.60	0.049
514.40	0.049
514.20	0.048
514.00	0.049
513.80	0.051
513.60	0.048
513.40	0.050
513.20	0.051
513.00	0.050
512.80	0.051
512.60	0.051
512.40	0.051
512.20	0.053
512.00	0.051
511.80	0.052
511.60	0.054
511.40	0.052
511.20	0.053
511.00	0.054
510.80	0.053
510.60	0.055
510.40	0.054
510.20	0.054
510.00	0.055
509.80	0.055
509.60	0.054
509.40	0.056
509.20	0.055
509.00	0.056
508.80	0.057
508.60	0.056
508.40	0.057
508.20	0.058
508.00	0.057
507.80	0.059
507.60	0.058
507.40	0.058
507.20	0.060
507.00	0.059
506.80	0.060
506.60	0.061
506.40	0.060
506.20	0.061
506.00	0.061
505.80	0.061
505.60	0.063
505.40	0.062
505.20	0.062
505.00	0.064
504.80	0.063
504.60	0.063
504.40	0.064
504.20	0.064
504.00	0.065
503.80	0.065
503.60	0.064
503.40	0.067
503.20	0.066
503.00	0.066
502.80	0.067
502.60	0.067
502.40	0.068
502.20	0.068
502.00	0.068
501.80	0.070
501.60	0.069
501.40	0.069
501.20	0.070
501.00	0.071
500.80	0.071
500.60	0.071
500.40	0.071
500.20	0.073
500.00	0.073
499.80	0.073
499.60	0.073
499.40	0.074
499.20	0.074
499.00	0.074
498.80	0.076
498.60	0.076
498.40	0.076
498.20	0.077
498.00	0.077
497.80	0.078
497.60	0.078
497.40	0.078
497.20	0.079
497.00	0.079
496.80	0.080
496.60	0.081
496.40	0.081
496.20	0.081
496.00	0.083
495.80	0.083
495.60	0.083
495.40	0.084
495.20	0.084
495.00	0.084
494.80	0.086
494.60	0.085
494.40	0.087
494.20	0.085
494.00	0.087
493.80	0.089
493.60	0.086
493.40	0.090
493.20	0.088
493.00	0.090
492.80	0.091
492.60	0.089
492.40	0.092
492.20	0.092
492.00	0.091
491.80	0.093
491.60	0.093
491.40	0.093
491.20	0.094
491.00	0.095
490.80	0.095
490.60	0.097
490.40	0.095
490.20	0.098
490.00	0.098
489.80	0.098
489.60	0.099
489.40	0.099
489.20	0.100
489.00	0.101
488.80	0.100
488.60	0.102
488.40	0.103
488.20	0.102
488.00	0.103
487.80	0.104
487.60	0.105
487.40	0.105
487.20	0.105
487.00	0.106
486.80	0.107
486.60	0.107
486.40	0.108
486.20	0.109
486.00	0.110
485.80	0.110
485.60	0.110
485.40	0.111
485.20	0.111
485.00	0.113
484.80	0.113
484.60	0.114
484.40	0.114
484.20	0.114
484.00	0.117
483.80	0.115
483.60	0.117
483.40	0.118
483.20	0.117
483.00	0.119
482.80	0.119
482.60	0.119
482.40	0.121
482.20	0.120
482.00	0.122
481.80	0.122
481.60	0.122
481.40	0.125
481.20	0.123
481.00	0.124
480.80	0.127
480.60	0.125
480.40	0.126
480.20	0.127
480.00	0.128
479.80	0.128
479.60	0.128
479.40	0.130
479.20	0.130
479.00	0.130
478.80	0.132
478.60	0.132
478.40	0.132
478.20	0.134
478.00	0.133
477.80	0.134
477.60	0.135
477.40	0.136
477.20	0.136
477.00	0.137
476.80	0.138
476.60	0.137
476.40	0.139
476.20	0.140
476.00	0.139
475.80	0.141
475.60	0.141
475.40	0.143
475.20	0.142
475.00	0.143
474.80	0.145
474.60	0.143
474.40	0.146
474.20	0.146
474.00	0.146
473.80	0.147
473.60	0.147
473.40	0.149
473.20	0.149
473.00	0.149
472.80	0.151
472.60	0.151
472.40	0.150
472.20	0.152
472.00	0.152
471.80	0.153
471.60	0.154
471.40	0.153
471.20	0.156
471.00	0.155
470.80	0.155
470.60	0.157
470.40	0.156
470.20	0.158
470.00	0.158
469.80	0.158
469.60	0.160
469.40	0.159
469.20	0.160
469.00	0.162
468.80	0.161
468.60	0.163
468.40	0.163
468.20	0.163
468.00	0.164
467.80	0.164
467.60	0.166
467.40	0.166
467.20	0.165
467.00	0.167
466.80	0.167
466.60	0.167
466.40	0.169
466.20	0.168
466.00	0.170
465.80	0.169
465.60	0.170
465.40	0.172
465.20	0.171
465.00	0.172
464.80	0.173
464.60	0.172
464.40	0.173
464.20	0.174
464.00	0.174
463.80	0.174
463.60	0.175
463.40	0.177
463.20	0.176
463.00	0.176
462.80	0.178
462.60	0.177
462.40	0.178
462.20	0.179
462.00	0.178
461.80	0.181
461.60	0.179
461.40	0.181
461.20	0.181
461.00	0.180
460.80	0.183
460.60	0.182
460.40	0.182
460.20	0.184
460.00	0.183
459.80	0.184
459.60	0.185
459.40	0.185
459.20	0.187
459.00	0.185
458.80	0.186
458.60	0.188
458.40	0.187
458.20	0.188
458.00	0.189
457.80	0.189
457.60	0.189
457.40	0.189
457.20	0.191
457.00	0.190
456.80	0.190
456.60	0.193
456.40	0.191
456.20	0.192
456.00	0.194
455.80	0.193
455.60	0.193
455.40	0.194
455.20	0.194
455.00	0.195
454.80	0.194
454.60	0.196
454.40	0.196
454.20	0.195
454.00	0.198
453.80	0.197
453.60	0.197
453.40	0.199
453.20	0.197
453.00	0.200
452.80	0.198
452.60	0.199
452.40	0.200
452.20	0.198
452.00	0.201
451.80	0.201
451.60	0.200
451.40	0.202
451.20	0.201
451.00	0.202
450.80	0.202
450.60	0.202
450.40	0.203
450.20	0.202
450.00	0.203
449.80	0.205
449.60	0.203
449.40	0.204
449.20	0.205
449.00	0.204
448.80	0.206
448.60	0.205
448.40	0.205
448.20	0.206
448.00	0.205
447.80	0.207
447.60	0.207
447.40	0.206
447.20	0.207
447.00	0.207
446.80	0.207
446.60	0.208
446.40	0.207
446.20	0.209
446.00	0.208
445.80	0.208
445.60	0.209
445.40	0.207
445.20	0.210
445.00	0.209
444.80	0.209
444.60	0.210
444.40	0.208
444.20	0.211
444.00	0.209
443.80	0.210
443.60	0.211
443.40	0.209
443.20	0.211
443.00	0.210
442.80	0.210
442.60	0.212
442.40	0.210
442.20	0.211
442.00	0.211
441.80	0.210
441.60	0.211
441.40	0.211
441.20	0.211
441.00	0.212
440.80	0.211
440.60	0.212
440.40	0.212
440.20	0.210
440.00	0.213
439.80	0.212
439.60	0.211
439.40	0.213
439.20	0.212
439.00	0.212
438.80	0.212
438.60	0.212
438.40	0.213
438.20	0.211
438.00	0.212
437.80	0.213
437.60	0.211
437.40	0.212
437.20	0.212
437.00	0.211
436.80	0.212
436.60	0.211
436.40	0.213
436.20	0.211
436.00	0.211
435.80	0.213
435.60	0.210
435.40	0.211
435.20	0.211
435.00	0.211
434.80	0.210
434.60	0.211
434.40	0.211
434.20	0.210
434.00	0.211
433.80	0.211
433.60	0.211
433.40	0.210
433.20	0.210
433.00	0.211
432.80	0.209
432.60	0.211
432.40	0.209
432.20	0.210
432.00	0.209
431.80	0.209
431.60	0.209
431.40	0.209
431.20	0.208
431.00	0.208
430.80	0.209
430.60	0.208
430.40	0.208
430.20	0.208
430.00	0.207
429.80	0.207
429.60	0.207
429.40	0.207
429.20	0.207
429.00	0.206
428.80	0.206
428.60	0.206
428.40	0.206
428.20	0.206
428.00	0.205
427.80	0.205
427.60	0.205
427.40	0.204
427.20	0.205
427.00	0.204
426.80	0.203
426.60	0.204
426.40	0.202
426.20	0.203
426.00	0.203
425.80	0.202
425.60	0.202
425.40	0.200
425.20	0.202
425.00	0.202
424.80	0.199
424.60	0.201
424.40	0.200
424.20	0.200
424.00	0.199
423.80	0.198
423.60	0.200
423.40	0.198
423.20	0.197
423.00	0.199
422.80	0.196
422.60	0.196
422.40	0.197
422.20	0.195
422.00	0.195
421.80	0.195
421.60	0.196
421.40	0.194
421.20	0.194
421.00	0.195
420.80	0.192
420.60	0.194
420.40	0.193
420.20	0.191
420.00	0.193
419.80	0.191
419.60	0.191
419.40	0.192
419.20	0.190
419.00	0.190
418.80	0.190
418.60	0.188
418.40	0.190
418.20	0.188
418.00	0.187
417.80	0.188
417.60	0.187
417.40	0.187
417.20	0.186
417.00	0.185
416.80	0.186
416.60	0.184
416.40	0.184
416.20	0.185
416.00	0.183
415.80	0.184
415.60	0.182
415.40	0.182
415.20	0.182
415.00	0.181
414.80	0.180
414.60	0.180
414.40	0.179
414.20	0.180
414.00	0.178
413.80	0.178
413.60	0.179
413.40	0.177
413.20	0.178
413.00	0.176
412.80	0.176
412.60	0.176
412.40	0.175
412.20	0.175
412.00	0.175
411.80	0.172
411.60	0.174
411.40	0.172
411.20	0.172
411.00	0.173
410.80	0.170
410.60	0.170
410.40	0.170
410.20	0.170
410.00	0.170
409.80	0.169
409.60	0.168
409.40	0.168
409.20	0.166
409.00	0.167
408.80	0.167
408.60	0.165
408.40	0.165
408.20	0.165
408.00	0.164
407.80	0.164
407.60	0.162
407.40	0.163
407.20	0.162
407.00	0.161
406.80	0.162
406.60	0.160
406.40	0.160
406.20	0.160
406.00	0.159
405.80	0.159
405.60	0.158
405.40	0.157
405.20	0.158
405.00	0.155
404.80	0.157
404.60	0.156
404.40	0.155
404.20	0.156
404.00	0.154
403.80	0.153
403.60	0.154
403.40	0.151
403.20	0.153
403.00	0.152
402.80	0.150
402.60	0.152
402.40	0.149
402.20	0.149
402.00	0.150
401.80	0.147
401.60	0.149
401.40	0.148
401.20	0.146
401.00	0.147
400.80	0.145
400.60	0.146
400.40	0.146
400.20	0.143
400.00	0.145
