nm	Abs
652.20	0.002
652.00	0.000
651.80	0.000
651.60	0.001
651.40	0.000
651.20	0.001
651.00	0.000
650.80	0.000
650.60	0.001
650.40	-0.001
650.20	0.002
650.00	0.000
649.80	0.000
649.60	0.002
649.40	0.000
649.20	0.000
649.00	0.002
648.80	0.000
648.60	0.001
648.40	0.001
648.20	0.000
648.00	0.001
647.80	0.000
647.60	0.001
647.40	0.001
647.20	-0.001
647.00	0.001
646.80	0.001
646.60	0.000
646.40	0.001
646.20	0.000
646.00	0.001
645.80	0.000
645.60	0.000
645.40	0.001
645.20	0.000
645.00	0.001
644.80	0.000
644.60	0.000
644.40	0.002
644.20	0.000
644.00	0.000
643.80	0.000
643.60	0.000
643.40	0.002
643.20	0.000
643.00	0.000
642.80	0.001
642.60	-0.001
642.40	0.001
642.20	0.000
642.00	0.000
641.80	0.001
641.60	0.000
641.40	0.001
641.20	0.001
641.00	0.000
640.80	0.001
640.60	0.000
640.40	0.001
640.20	0.001
640.00	0.000
639.80	0.001
639.60	0.001
639.40	0.000
639.20	0.001
639.00	0.001
638.80	0.001
638.60	0.001
638.40	0.000
638.20	0.001
638.00	0.000
637.80	0.000
637.60	0.001
637.40	0.001
637.20	0.000
637.00	0.001
636.80	0.000
636.60	0.001
636.40	0.000
636.20	0.001
636.00	0.000
635.80	0.000
635.60	0.001
635.40	0.000
635.20	0.000
635.00	0.001
634.80	0.001
634.60	0.000
634.40	0.000
634.20	0.002
634.00	0.000
633.80	0.001
633.60	0.001
633.40	0.001
633.20	0.001
633.00	0.000
632.80	0.002
632.60	0.000
632.40	0.001
632.20	0.001
632.00	0.000
631.80	0.001
631.60	0.001
631.40	0.000
631.20	0.001
631.00	0.000
630.80	0.000
630.60	0.001
630.40	0.000
630.20	0.001
630.00	0.001
629.80	0.000
629.60	0.002
629.40	0.000
629.20	0.000
629.00	0.001
628.80	0.000
628.60	0.001
628.40	0.001
628.20	0.000
628.00	0.001
627.80	0.000
627.60	0.001
627.40	0.001
627.20	-0.001
627.00	0.002
626.80	0.001
626.60	0.000
626.40	0.002
626.20	0.000
626.00	0.000
625.80	0.001
625.60	0.000
625.40	0.002
625.20	-0.001
625.00	0.001
624.80	0.001
624.60	-0.001
624.40	0.002
624.20	0.000
624.00	0.001
623.80	0.001
623.60	0.000
623.40	0.002
623.20	-0.001
623.00	0.001
622.80	0.002
622.60	-0.001
622.40	0.001
622.20	0.001
622.00	0.000
621.80	0.001
621.60	0.000
621.40	0.001
621.20	0.001
621.00	0.000
620.80	0.002
620.60	0.001
620.40	0.000
620.20	0.001
620.00	0.000
619.80	0.001
619.60	0.001
619.40	0.000
619.20	0.001
619.00	0.001
618.80	0.000
618.60	0.002
618.40	0.001
618.20	0.001
618.00	0.001
617.80	0.000
617.60	0.002
617.40	0.001
617.20	0.000
617.00	0.002
616.80	0.000
616.60	0.001
616.40	0.001
616.20	0.001
616.00	0.001
615.80	0.000
615.60	0.001
615.40	0.001
615.20	0.001
615.00	0.001
614.80	0.001
614.60	0.001
614.40	0.000
614.20	0.001
614.00	0.001
613.80	0.000
613.60	0.001
613.40	0.001
613.20	0.001
613.00	0.000
612.80	0.001
612.60	0.002
612.40	0.001
612.20	0.001
612.00	0.001
611.80	0.001
611.60	0.001
611.40	0.001
611.20	0.001
611.00	0.002
610.80	0.000
610.60	0.001
610.40	0.002
610.20	0.000
610.00	0.002
609.80	0.001
609.60	0.000
609.40	0.002
609.20	0.000
609.00	0.001
608.80	0.002
608.60	0.000
608.40	0.002
608.20	0.001
608.00	0.001
607.80	0.002
607.60	0.000
607.40	0.001
607.20	0.002
607.00	0.000
606.80	0.002
606.60	0.001
606.40	0.001
606.20	0.002
606.00	0.002
605.80	0.002
605.60	0.001
605.40	0.000
605.20	0.003
605.00	0.001
604.80	0.000
604.60	0.003
604.40	0.001
604.20	0.001
604.00	0.001
603.80	0.001
603.60	0.003
603.40	0.000
603.20	0.001
603.00	0.003
602.80	0.000
602.60	0.002
602.40	0.002
602.20	0.001
602.00	0.002
601.80	0.001
601.60	0.002
601.40	0.002
601.20	0.000
601.00	0.002
600.80	0.002
600.60	0.001
600.40	0.002
600.20	0.002
600.00	0.001
599.80	0.002
599.60	0.000
599.40	0.002
599.20	0.003
599.00	0.001
598.80	0.002
598.60	0.002
598.40	0.001
598.20	0.002
598.00	0.001
597.80	0.002
597.60	0.002
597.40	0.001
597.20	0.002
597.00	0.002
596.80	0.001
596.60	0.002
596.40	0.001
596.20	0.001
596.00	0.002
595.80	0.001
595.60	0.003
595.40	0.001
595.20	0.001
595.00	0.002
594.80	0.001
594.60	0.002
594.40	0.001
594.20	0.002
594.00	0.002
593.80	0.002
593.60	0.002
593.40	0.002
593.20	0.002
593.00	0.001
592.80	0.002
592.60	0.001
592.40	0.002
592.20	0.003
592.00	0.001
591.80	0.003
591.60	0.002
591.40	0.001
591.20	0.002
591.00	0.001
590.80	0.002
590.60	0.002
590.40	0.002
590.20	0.002
590.00	0.002
589.80	0.002
589.60	0.002
589.40	0.001
589.20	0.002
589.00	0.003
588.80	0.001
588.60	0.002
588.40	0.002
588.20	0.002
588.00	0.001
587.80	0.002
587.60	0.002
587.40	0.002
587.20	0.002
587.00	0.002
586.80	0.002
586.60	0.002
586.40	0.002
586.20	0.002
586.00	0.002
585.80	0.002
585.60	0.002
585.40	0.002
585.20	0.003
585.00	0.002
584.80	0.001
584.60	0.003
584.40	0.001
584.20	0.003
584.00	0.002
583.80	0.001
583.60	0.003
583.40	0.002
583.20	0.002
583.00	0.002
582.80	0.001
582.60	0.002
582.40	0.002
582.20	0.002
582.00	0.002
581.80	0.002
581.60	0.001
581.40	0.002
581.20	0.002
581.00	0.001
580.80	0.003
580.60	0.001
580.40	0.001
580.20	0.003
580.00	0.002
579.80	0.001
579.60	0.002
579.40	0.001
579.20	0.002
579.00	0.003
578.80	0.000
578.60	0.003
578.40	0.002
578.20	0.001
578.00	0.003
577.80	0.002
577.60	0.001
577.40	0.002
577.20	0.001
577.00	0.002
576.80	0.003
576.60	0.001
576.40	0.002
576.20	0.002
576.00	0.002
575.80	0.002
575.60	0.002
575.40	0.002
575.20	0.003
575.00	0.002
574.80	0.001
574.60	0.003
574.40	0.002
574.20	0.002
574.00	0.002
573.80	0.001
573.60	0.003
573.40	0.002
573.20	0.001
573.00	0.003
572.80	0.001
572.60	0.001
572.40	0.003
572.20	0.001
572.00	0.002
571.80	0.003
571.60	0.001
571.40	0.002
571.20	0.002
571.00	0.001
570.80	0.002
570.60	0.002
570.40	0.001
570.20	0.002
570.00	0.002
569.80	0.002
569.60	0.002
569.40	0.001
569.20	0.002
569.00	0.003
568.80	0.001
568.60	0.001
568.40	0.003
568.20	0.003
568.00	0.002
567.80	0.002
567.60	0.002
567.40	0.002
567.20	0.002
567.00	0.002
566.80	0.001
566.60	0.003
566.40	0.002
566.20	0.002
566.00	0.002
565.80	0.002
565.60	0.002
565.40	0.002
565.20	0.002
565.00	0.002
564.80	0.003
564.60	0.002
564.40	0.001
564.20	0.003
564.00	0.002
563.80	0.003
563.60	0.003
563.40	0.001
563.20	0.004
563.00	0.002
562.80	0.002
562.60	0.004
562.40	0.001
562.20	0.003
562.00	0.004
561.80	0.002
561.60	0.002
561.40	0.003
561.20	0.002
561.00	0.003
560.80	0.003
560.60	0.002
560.40	0.004
560.20	0.004
560.00	0.002
559.80	0.003
559.60	0.003
559.40	0.002
559.20	0.004
559.00	0.002
558.80	0.002
558.60	0.005
558.40	0.002
558.20	0.002
558.00	0.004
557.80	0.003
557.60	0.003
557.40	0.004
557.20	0.002
557.00	0.004
556.80	0.004
556.60	0.002
556.40	0.004
556.20	0.003
556.00	0.003
555.80	0.004
555.60	0.003
555.40	0.004
555.20	0.004
555.00	0.003
554.80	0.004
554.60	0.004
554.40	0.003
554.20	0.003
554.00	0.005
553.80	0.003
553.60	0.004
553.40	0.004
553.20	0.004
553.00	0.005
552.80	0.003
552.60	0.004
552.40	0.005
552.20	0.004
552.00	0.004
551.80	0.004
551.60	0.004
551.40	0.005
551.20	0.004
551.00	0.004
550.80	0.005
550.60	0.005
550.40	0.004
550.20	0.004
550.00	0.005
549.80	0.005
549.60	0.004
549.40	0.005
549.20	0.005
549.00	0.005
548.80	0.005
548.60	0.005
548.40	0.005
548.20	0.006
548.00	0.005
547.80	0.005
547.60	0.006
547.40	0.006
547.20	0.005
547.00	0.005
546.80	0.006
546.60	0.006
546.40	0.006
546.20	0.006
546.00	0.006
545.80	0.007
545.60	0.006
545.40	0.007
545.20	0.006
545.00	0.006
544.80	0.007
544.60	0.006
544.40	0.007
544.20	0.007
544.00	0.006
543.80	0.007
543.60	0.006
543.40	0.007
543.20	0.008
543.00	0.006
542.80	0.007
542.60	0.008
542.40	0.006
542.20	0.007
542.00	0.008
541.80	0.007
541.60	0.008
541.40	0.008
541.20	0.007
541.00	0.009
540.80	0.008
540.60	0.008
540.40	0.010
540.20	0.008
540.00	0.008
539.80	0.009
539.60	0.008
539.40	0.009
539.20	0.009
539.00	0.008
538.80	0.009
538.60	0.010
538.40	0.008
538.20	0.010
538.00	0.010
537.80	0.008
537.60	0.011
537.40	0.010
537.20	0.010
537.00	0.011
536.80	0.010
536.60	0.010
536.40	0.012
536.20	0.011
536.00	0.011
535.80	0.011
535.60	0.010
535.40	0.012
535.20	0.012
535.00	0.011
534.80	0.012
534.60	0.012
534.40	0.012
534.20	0.012
534.00	0.012
533.80	0.013
533.60	0.014
533.40	0.011
533.20	0.013
533.00	0.014
532.80	0.013
532.60	0.014
532.40	0.013
532.20	0.013
532.00	0.015
531.80	0.013
531.60	0.013
531.40	0.016
531.20	0.014
531.00	0.014
530.80	0.015
530.60	0.015
530.40	0.016
530.20	0.015
530.00	0.015
529.80	0.017
529.60	0.015
529.40	0.015
529.20	0.017
529.00	0.016
528.80	0.016
528.60	0.018
528.40	0.016
528.20	0.017
528.00	0.018
527.80	0.017
527.60	0.017
527.40	0.019
527.20	0.018
527.00	0.018
526.80	0.018
526.60	0.019
526.40	0.020
526.20	0.019
526.00	0.019
525.80	0.021
525.60	0.019
525.40	0.020
525.20	0.021
525.00	0.020
524.80	0.022
524.60	0.021
524.40	0.021
524.20	0.022
524.00	0.022
523.80	0.022
523.60	0.022
523.40	0.023
523.20	0.023
523.00	0.023
522.80	0.023
522.60	0.024
522.40	0.024
522.20	0.024
522.00	0.025
521.80	0.025
521.60	0.025
521.40	0.026
521.20	0.025
521.00	0.026
520.80	0.027
520.60	0.026
520.40	0.027
520.20	0.027
520.00	0.027
519.80	0.028
519.60	0.028
519.40	0.028
519.20	0.029
519.00	0.029
518.80	0.029
518.60	0.030
518.40	0.029
518.20	0.030
518.00	0.031
517.80	0.030
517.60	0.032
517.40	0.031
517.20	0.031
517.00	0.032
516.80	0.033
516.60	0.033
516.40	0.033
516.20	0.034
516.00	0.034
515.80	0.034
515.60	0.034
515.40	0.035
515.20	0.036
515.00	0.035
514.80	0.037
514.60	0.036
514.40	0.036
514.20	0.038
514.00	0.037
513.80	0.039
513.60	0.038
513.40	0.038
513.20	0.040
513.00	0.039
512.80	0.040
512.60	0.040
512.40	0.040
512.20	0.041
512.00	0.041
511.80	0.041
511.60	0.043
511.40	0.042
511.20	0.042
511.00	0.044
510.80	0.044
510.60	0.044
510.40	0.045
510.20	0.044
510.00	0.046
509.80	0.046
509.60	0.045
509.40	0.048
509.20	0.047
509.00	0.047
508.80	0.048
508.60	0.048
508.40	0.049
508.20	0.049
508.00	0.048
507.80	0.051
507.60	0.051
507.40	0.049
507.20	0.052
507.00	0.051
506.80	0.052
506.60	0.053
506.40	0.052
506.20	0.054
506.00	0.054
505.80	0.054
505.60	0.056
505.40	0.055
505.20	0.056
505.00	0.057
504.80	0.056
504.60	0.058
504.40	0.058
504.20	0.058
504.00	0.060
503.80	0.058
503.60	0.060
503.40	0.061
503.20	0.060
503.00	0.062
502.80	0.061
502.60	0.062
502.40	0.063
502.20	0.062
502.00	0.064
501.80	0.064
501.60	0.064
501.40	0.066
501.20	0.065
501.00	0.066
500.80	0.068
500.60	0.066
500.40	0.068
500.20	0.069
500.00	0.068
499.80	0.070
499.60	0.070
499.40	0.070
499.20	0.071
499.00	0.070
498.80	0.072
498.60	0.073
498.40	0.072
498.20	0.074
498.00	0.074
497.80	0.075
497.60	0.075
497.40	0.076
497.20	0.077
497.00	0.076
496.80	0.078
496.60	0.079
496.40	0.078
496.20	0.079
496.00	0.081
495.80	0.080
495.60	0.081
495.40	0.081
495.20	0.083
495.00	0.082
494.80	0.084
494.60	0.084
494.40	0.085
494.20	0.085
494.00	0.085
493.80	0.087
493.60	0.086
493.40	0.088
493.20	0.088
493.00	0.088
492.80	0.091
492.60	0.089
492.40	0.091
492.20	0.092
492.00	0.091
491.80	0.093
491.60	0.093
491.40	0.093
491.20	0.095
491.00	0.095
490.80	0.096
490.60	0.097
490.40	0.095
490.20	0.099
490.00	0.098
489.80	0.098
489.60	0.100
489.40	0.100
489.20	0.101
489.00	0.101
488.80	0.101
488.60	0.103
488.40	0.103
488.20	0.104
488.00	0.105
487.80	0.104
487.60	0.107
487.40	0.107
487.20	0.106
487.00	0.109
486.80	0.109
486.60	0.109
486.40	0.110
486.20	0.110
486.00	0.113
485.80	0.111
485.60	0.113
485.40	0.114
485.20	0.113
485.00	0.116
484.80	0.115
484.60	0.116
484.40	0.117
484.20	0.117
484.00	0.120
483.80	0.117
483.60	0.120
483.40	0.121
483.20	0.120
483.00	0.122
482.80	0.123
482.60	0.123
482.40	0.124
482.20	0.124
482.00	0.125
481.80	0.126
481.60	0.126
481.40	0.128
481.20	0.127
481.00	0.129
480.80	0.130
480.60	0.129
480.40	0.131
480.20	0.131
480.00	0.132
479.80	0.133
479.60	0.133
479.40	0.135
479.20	0.134
479.00	0.135
478.80	0.138
478.60	0.135
478.40	0.138
478.20	0.140
478.00	0.138
477.80	0.141
477.60	0.141
477.40	0.142
477.20	0.142
477.00	0.142
476.80	0.145
476.60	0.143
476.40	0.145
476.20	0.147
476.00	0.145
475.80	0.148
475.60	0.147
475.40	0.149
475.20	0.149
475.00	0.150
474.80	0.152
474.60	0.151
474.40	0.152
474.20	0.154
474.00	0.153
473.80	0.155
473.60	0.155
473.40	0.156
473.20	0.157
473.00	0.157
472.80	0.158
472.60	0.159
472.40	0.158
472.20	0.161
472.00	0.161
471.80	0.161
471.60	0.164
471.40	0.162
471.20	0.165
471.00	0.163
470.80	0.165
470.60	0.166
470.40	0.165
470.20	0.168
470.00	0.168
469.80	0.167
469.60	0.171
469.40	0.169
469.20	0.170
469.00	0.172
468.80	0.171
468.60	0.173
468.40	0.173
468.20	0.174
468.00	0.176
467.80	0.175
467.60	0.177
467.40	0.178
467.20	0.177
467.00	0.179
466.80	0.179
466.60	0.181
466.40	0.180
466.20	0.181
466.00	0.183
465.80	0.182
465.60	0.183
465.40	0.184
465.20	0.184
465.00	0.185
464.80	0.187
464.60	0.186
464.40	0.187
464.20	0.188
464.00	0.189
463.80	0.189
463.60	0.189
463.40	0.192
463.20	0.190
463.00	0.191
462.80	0.194
462.60	0.192
462.40	0.195
462.20	0.193
462.00	0.195
461.80	0.196
461.60	0.194
461.40	0.198
461.20	0.197
461.00	0.197
460.80	0.199
460.60	0.198
460.40	0.199
460.20	0.201
460.00	0.200
459.80	0.202
459.60	0.201
459.40	0.202
459.20	0.204
459.00	0.202
458.80	0.204
458.60	0.205
458.40	0.204
458.20	0.206
458.00	0.206
457.80	0.207
457.60	0.208
457.40	0.207
457.20	0.209
457.00	0.209
456.80	0.209
456.60	0.211
456.40	0.210
456.20	0.211
456.00	0.212
455.80	0.212
455.60	0.212
455.40	0.213
455.20	0.213
455.00	0.215
454.80	0.213
454.60	0.215
454.40	0.216
454.20	0.214
454.00	0.218
453.80	0.216
453.60	0.218
453.40	0.217
453.20	0.218
453.00	0.220
452.80	0.218
452.60	0.220
452.40	0.221
452.20	0.219
452.00	0.221
451.80	0.221
451.60	0.221
451.40	0.222
451.20	0.222
451.00	0.223
450.80	0.223
450.60	0.222
450.40	0.225
450.20	0.224
450.00	0.224
449.80	0.226
449.60	0.225
449.40	0.226
449.20	0.226
449.00	0.226
448.80	0.228
448.60	0.227
448.40	0.227
448.20	0.229
448.00	0.227
447.80	0.228
447.60	0.230
447.40	0.228
447.20	0.230
447.00	0.230
446.80	0.230
446.60	0.231
446.40	0.229
446.20	0.231
446.00	0.231
445.80	0.230
445.60	0.233
445.40	0.231
445.20	0.233
445.00	0.232
444.80	0.232
444.60	0.234
444.40	0.232
444.20	0.233
444.00	0.234
443.80	0.233
443.60	0.234
443.40	0.234
443.20	0.234
443.00	0.234
442.80	0.234
442.60	0.235
442.40	0.235
442.20	0.234
442.00	0.235
441.80	0.236
441.60	0.235
441.40	0.237
441.20	0.235
441.00	0.236
440.80	0.237
440.60	0.235
440.40	0.236
440.20	0.237
440.00	0.236
439.80	0.237
439.60	0.236
439.40	0.237
439.20	0.237
439.00	0.236
438.80	0.237
438.60	0.237
438.40	0.237
438.20	0.237
438.00	0.237
437.80	0.237
437.60	0.237
437.40	0.237
437.20	0.238
437.00	0.237
436.80	0.237
436.60	0.237
436.40	0.238
436.20	0.237
436.00	0.237
435.80	0.238
435.60	0.236
435.40	0.237
435.20	0.237
435.00	0.236
434.80	0.237
434.60	0.236
434.40	0.237
434.20	0.237
434.00	0.236
433.80	0.237
433.60	0.237
433.40	0.236
433.20	0.236
433.00	0.236
432.80	0.236
432.60	0.236
432.40	0.235
432.20	0.237
432.00	0.236
431.80	0.234
431.60	0.236
431.40	0.235
431.20	0.234
431.00	0.235
430.80	0.234
430.60	0.235
430.40	0.234
430.20	0.233
430.00	0.234
429.80	0.233
429.60	0.233
429.40	0.234
429.20	0.232
429.00	0.233
428.80	0.233
428.60	0.231
428.40	0.233
428.20	0.232
428.00	0.231
427.80	0.232
427.60	0.231
427.40	0.231
427.20	0.231
427.00	0.229
426.80	0.231
426.60	0.230
426.40	0.228
426.20	0.229
426.00	0.228
425.80	0.228
425.60	0.228
425.40	0.227
425.20	0.228
425.00	0.227
424.80	0.226
424.60	0.228
424.40	0.225
424.20	0.226
424.00	0.225
423.80	0.225
423.60	0.225
423.40	0.223
423.20	0.223
423.00	0.225
422.80	0.222
422.60	0.222
422.40	0.223
422.20	0.221
422.00	0.221
421.80	0.221
421.60	0.221
421.40	0.221
421.20	0.219
421.00	0.221
420.80	0.219
420.60	0.218
420.40	0.219
420.20	0.218
420.00	0.218
419.80	0.217
419.60	0.216
419.40	0.217
419.20	0.216
419.00	0.215
418.80	0.215
418.60	0.214
418.40	0.214
418.20	0.214
418.00	0.213
417.80	0.212
417.60	0.212
417.40	0.211
417.20	0.211
417.00	0.211
416.80	0.210
416.60	0.209
416.40	0.209
416.20	0.209
416.00	0.207
415.80	0.208
415.60	0.206
415.40	0.207
415.20	0.207
415.00	0.204
414.80	0.206
414.60	0.204
414.40	0.204
414.20	0.203
414.00	0.202
413.80	0.202
413.60	0.202
413.40	0.200
413.20	0.201
413.00	0.200
412.80	0.198
412.60	0.199
412.40	0.198
412.20	0.197
412.00	0.198
411.80	0.195
411.60	0.196
411.40	0.196
411.20	0.194
411.00	0.196
410.80	0.193
410.60	0.192
410.40	0.194
410.20	0.191
410.00	0.190
409.80	0.192
409.60	0.190
409.40	0.189
409.20	0.189
409.00	0.188
408.80	0.188
408.60	0.187
408.40	0.186
408.20	0.186
408.00	0.185
407.80	0.185
407.60	0.184
407.40	0.183
407.20	0.183
407.00	0.182
406.80	0.181
406.60	0.180
406.40	0.180
406.20	0.180
406.00	0.178
405.80	0.178
405.60	0.178
405.40	0.177
405.20	0.177
405.00	0.175
404.80	0.175
404.60	0.175
404.40	0.173
404.20	0.173
404.00	0.172
403.80	0.171
403.60	0.172
403.40	0.169
403.20	0.170
403.00	0.170
402.80	0.167
402.60	0.169
402.40	0.167
402.20	0.166
402.00	0.167
401.80	0.165
401.60	0.164
401.40	0.164
401.20	0.164
401.00	0.162
400.80	0.162
400.60	0.162
400.40	0.161
400.20	0.160
400.00	0.159
