16:46:50	1591
16:47:00	1586
16:47:10	1580
16:47:20	1572
16:47:31	1563
16:47:40	1554
16:47:51	1545
16:48:01	1536
16:48:11	1528
16:48:21	1520
16:48:31	1511
16:48:41	1504
16:48:51	1495
16:49:01	1486
16:49:11	1478
16:49:22	1470
16:49:31	1464
16:49:41	1456
16:49:52	1449
16:50:01	1441
16:50:12	1434
16:50:22	1428
16:50:32	1421
16:50:42	1414
16:50:52	1407
16:51:02	1400
16:51:12	1394
16:51:22	1388
16:51:32	1382
16:51:42	1376
16:51:52	1370
16:52:03	1364
16:52:12	1359
16:52:23	1353
16:52:33	1347
16:52:43	1341
16:52:53	1336
16:53:03	1331
16:53:13	1326
16:53:23	1320
16:53:33	1315
16:53:43	1310
16:53:53	1305
16:54:03	1300
16:54:13	1295
16:54:23	1290
16:54:33	1286
16:54:44	1281
16:54:54	1277
16:55:04	1272
16:55:14	1268
16:55:24	1263
16:55:34	1259
16:55:44	1255
16:55:54	1250
16:56:04	1246
16:56:14	1241
16:56:24	1237
16:56:35	1233
16:56:44	1230
16:56:54	1226
16:57:05	1223
16:57:15	1219
16:57:25	1215
16:57:35	1212
16:57:45	1208
16:57:55	1204
16:58:05	1201
16:58:15	1197
16:58:25	1194
16:58:35	1191
16:58:45	1187
16:58:55	1184
16:59:05	1180
16:59:16	1177
16:59:25	1174
16:59:36	1171
16:59:46	1168
16:59:56	1165
17:00:06	1162
17:00:16	1159
17:00:26	1156
17:00:36	1153
17:00:46	1150
17:00:56	1147
17:01:07	1144
17:01:16	1142
17:01:26	1139
17:01:36	1136
17:01:46	1133
17:01:57	1131
17:02:07	1128
17:02:17	1125
17:02:27	1123
17:02:37	1120
17:02:47	1118
17:02:57	1115
17:03:07	1113
17:03:17	1110
17:03:27	1108
17:03:37	1105
17:03:47	1103
17:03:57	1101
17:04:07	1098
17:04:17	1096
17:04:28	1094
17:04:38	1091
17:04:48	1089
17:04:58	1087
17:05:08	1085
17:05:18	1083
17:05:28	1080
17:05:38	1078
17:05:48	1076
17:05:58	1074
17:06:08	1072
17:06:18	1070
17:06:28	1068
17:06:38	1066
17:06:49	1064
17:06:59	1062
17:07:09	1060
17:07:19	1058
17:07:29	1057
17:07:39	1055
17:07:49	1053
17:07:59	1051
17:08:09	1049
17:08:19	1047
17:08:29	1045
17:08:39	1044
17:08:49	1042
17:08:59	1040
17:09:10	1038
17:09:20	1037
17:09:30	1035
17:09:40	1033
17:09:50	1031
17:10:00	1030
17:10:10	1028
17:10:20	1027
17:10:30	1025
17:10:40	1023
17:10:50	1022
17:11:00	1021
17:11:10	1020
17:11:20	1018
17:11:31	1017
17:11:41	1015
17:11:51	1013
17:12:01	1012
17:12:11	1011
17:12:21	1009
17:12:31	1008
17:12:41	1006
17:12:51	1005
17:13:01	1003
17:13:11	1002
17:13:21	1000
17:13:31	999
17:13:41	997
17:13:52	996
17:14:02	995
17:14:12	993
17:14:22	992
17:14:32	991
17:14:42	990
17:14:52	988
17:15:02	987
17:15:12	985
17:15:22	984
17:15:32	983
17:15:42	982
17:15:52	980
17:16:02	979
17:16:13	978
17:16:23	977
17:16:33	976
17:16:43	974
17:16:53	973
17:17:03	972
17:17:13	971
17:17:23	969
17:17:33	967
17:17:43	966
17:17:53	965
17:18:03	963
17:18:13	962
17:18:23	961
17:18:34	960
17:18:44	959
17:18:54	958
17:19:04	957
17:19:14	956
17:19:24	955
17:19:34	953
17:19:44	952
17:19:54	951
17:20:04	950
17:20:14	949
17:20:24	948
17:20:34	947
17:20:44	946
17:20:55	945
17:21:05	944
17:21:15	940
17:21:25	939
17:21:35	938
17:21:45	936
17:21:55	935
17:22:05	934
17:22:15	933
17:22:25	932
17:22:35	931
17:22:45	930
17:22:55	929
17:23:05	928
17:23:16	928
17:23:20	927
